id_inscripcion,curso,edad,provincia,nivel_educativo,trabaja,horas_trabajo_semanales,experiencia_previa,modalidad_pago,precio_pagado_ars,precio_pagado_usd,dispositivo_principal,hora_inscripcion,logins_semana_1,logins_semana_2,segundos_video_vistos,mensajes_foro,entregas_a_tiempo,nota_primera_entrega,dias_desde_ultimo_login,logins_semana_6,encuesta_salida_completada,abandono
L00325,UX/UI,28,Buenos Aires,Posgrado,No,0.0,No,Beca,59000,49.8,Computadora,9,3,2,102369,1,1,8.4,2,4,No,0
L00001,Data Analytics,29,Otra,Posgrado,Si,33.0,No,Cuotas,429000,365.3,Computadora,15,8,4,89543,1,0,,10,1,No,0
L03022,UX/UI,21,CABA,Secundario,Si,36.0,No,Cuotas,398000,340.3,Computadora,21,7,4,89183,0,2,6.4,2,6,No,0
L03058,Marketing Digital,20,Santa Fe,Universitario,No,0.0,No,Beca,26000,21.9,Computadora,4,4,4,41603,0,0,,6,0,Si,1
L01739,Data Analytics,31,Buenos Aires,Terciario,Si,42.0,No,Cuotas,438000,353.4,Computadora,4,3,2,124072,1,1,6.9,0,1,No,0
L02440,Programación Web,37,CABA,Secundario,Si,34.0,No,Beca,8000,6.7,Computadora,7,0,2,56645,1,0,,2,0,Si,1
L01882,Data Analytics,27,Santa Fe,Secundario,Si,29.0,No,Pago unico,394000,331.7,Celular,11,9,4,133731,2,2,6.3,1,3,No,0
L02190,Python Inicial,39,Buenos Aires,Universitario,Si,48.0,No,Cuotas,284000,239.5,Computadora,12,2,0,108645,0,2,8.5,3,4,No,0
L02018,Marketing Digital,26,Santa Fe,Terciario,No,0.0,No,Beca,22000,17.9,Computadora,0,5,6,105049,2,2,6.1,2,5,No,0
L01030,marketing digital,24,Otra,Secundario,No,0.0,No,Pago unico,290000,234.0,Computadora,16,5,3,123543,4,1,,0,5,No,0
L02628,Programacion Web,24,CABA,Universitario,No,0.0,Si,Pago unico,442000,365.4,Computadora,9,3,2,92236,2,1,7.4,1,3,No,0
L01604,Producto Digital,17,Otra,Secundario,No,0.0,Si,Cuotas,367000,314.3,Celular,4,1,1,53284,2,1,6.0,0,2,No,0
L01594,Python Inicial,27,CABA,Universitario,No,0.0,Si,Cuotas,296000,255.0,Celular,17,8,1,105077,4,1,8.4,1,3,No,0
L02952,Data Analytics,21,Otra,Universitario,No,0.0,No,Cuotas,457000,375.3,Tablet,6,5,5,146989,2,2,8.3,4,3,No,0
L02651,Marketing Digital,17,Cordoba,Universitario,Si,24.0,No,Pago unico,288000,244.4,Celular,22,0,2,44372,1,0,6.2,3,5,No,0
L01090,Python Inicial,25,Buenos Aires,Universitario,Si,,Si,Cuotas,267000,220.6,Computadora,4,5,4,116173,2,2,7.1,0,5,No,0
L03040,Python Inicial,28,CABA,Universitario,Si,43.0,No,Pago unico,224000,188.9,Computadora,6,3,0,100497,1,2,9.4,1,4,No,0
L00803,Python inicial,31,Santa Fe,Universitario,No,0.0,No,Cuotas,295000,242.4,Computadora,13,3,2,107326,2,2,5.5,3,4,No,0
L03159,Programacion Web,30,CABA,Universitario,No,0.0,Si,Cuotas,508000,436.4,Computadora,16,3,5,76160,2,1,,1,1,No,1
L00873,Marketing Digital,41,Buenos Aires,Terciario,Si,43.0,No,Cuotas,321000,267.7,Computadora,4,4,4,85459,0,1,,4,1,No,0
L02810,Producto Digital,20,Cordoba,Secundario,No,0.0,Si,Beca,73000,58.8,Tablet,13,4,9,160774,2,1,7.6,0,2,No,0
L02827,UX/UI,26,Mendoza,Universitario,Si,29.0,Si,Pago unico,346000,280.7,Computadora,12,4,3,83447,2,1,7.8,2,1,No,0
L03186,Python Inicial,46,Otra,Secundario,No,0.0,Si,Cuotas,282000,239.7,Computadora,21,2,1,39330,0,1,6.8,12,0,Si,1
L03200,Data Analytics,26,Buenos Aires,Universitario,No,0.0,Si,Pago unico,399000,321.8,Computadora,20,6,6,126343,3,2,8.8,0,6,No,0
L00376,Data Analytics,30,Buenos Aires,Universitario,Si,37.0,No,Beca,109000,88.4,Computadora,12,1,2,20106,0,1,5.2,7,1,No,1
L03155,Marketing Digital,49,Cordoba,Universitario,Si,41.0,No,Cuotas,344000,278.5,Computadora,2,7,5,169169,0,1,9.2,1,5,No,0
L01565,Data Analytics,40,CABA,Terciario,Si,45.0,Si,Cuotas,480000,385.5,Computadora,6,4,4,153054,2,2,8.0,1,2,No,0
L01060,UX/UI,37,CABA,Universitario,Si,42.0,Si,Cuotas,442000,376.0,Computadora,11,6,3,108850,1,1,,2,2,No,0
L01862,UX/UI,46,Buenos Aires,Secundario,Si,56.0,No,Cuotas,414000,336.4,Computadora,12,6,1,32815,1,0,3.3,4,0,Si,1
L02119,Programacion Web,35,Buenos Aires,Terciario,No,0.0,Si,Beca,126000,102.4,Computadora,16,5,4,102885,1,2,8.9,4,5,No,0
L02465,Programacion Web,29,Santa Fe,Secundario,No,0.0,No,Cuotas,519000,445.1,Celular,19,4,3,67819,1,1,5.6,5,2,No,0
L00284,Marketing Digital,45,Otra,Universitario,Si,48.0,No,Pago unico,290000,237.1,Tablet,9,1,2,5906,2,2,6.5,3,2,No,0
L00631,Programacion Web,40,CABA,Posgrado,No,0.0,No,Cuotas,488000,411.7,Tablet,12,1,1,32799,0,1,6.5,10,0,No,1
L02975,Marketing Digital,23,Buenos Aires,Terciario,No,0.0,No,Cuotas,337000,284.0,Celular,2,7,4,163157,1,0,7.9,2,3,No,0
L00866,Data Analytics,17,Buenos Aires,Secundario,Si,33.0,No,Cuotas,422000,351.5,Computadora,12,3,1,66825,0,0,,0,3,No,0
L02903,python inicial,54,Buenos Aires,Secundario,Si,43.0,Si,Cuotas,284000,237.9,Computadora,20,2,2,51115,0,0,8.3,3,3,No,0
L02517,Data Analytics,38,Cordoba,Terciario,No,0.0,Si,Cuotas,421000,344.1,Computadora,8,4,6,137984,1,2,9.5,1,3,No,0
L02886,Programacion Web,26,Otra,Terciario,No,0.0,No,Pago unico,414000,332.3,Computadora,23,3,4,91615,3,2,9.5,1,5,No,0
L02042,Programacion Web,36,CABA,Universitario,Si,32.0,No,Cuotas,504000,406.7,Computadora,12,3,7,125758,5,1,7.6,1,6,No,0
L01765,Programacion Web,46,CABA,Universitario,No,0.0,No,Cuotas,550000,465.9,Computadora,14,6,5,128520,3,2,,1,4,No,0
L01929,Marketing Digital,30,CABA,Secundario,No,0.0,No,Pago unico,291000,242.5,Computadora,3,2,11,129683,1,2,8.2,1,12,No,0
L01914,producto digital,17,Buenos Aires,Terciario,No,0.0,No,Beca,53000,45.6,Computadora,7,4,5,63151,1,0,9.7,2,5,No,0
L01097,Python Inicial,22,Buenos Aires,Secundario,Si,52.0,No,Cuotas,296000,253.1,Computadora,4,6,4,28780,1,1,,5,5,No,0
L01692,Programacion Web,17,Buenos Aires,Secundario,No,0.0,Si,Cuotas,480000,409.0,Computadora,16,4,0,84514,1,1,,6,0,Si,1
L02968,Producto Digital,31,Otra,Universitario,Si,45.0,No,Cuotas,413000,332.5,Computadora,0,3,1,97268,0,2,,1,0,No,0
L02231,Marketing Digital,27,Buenos Aires,Universitario,Si,28.0,No,Cuotas,335000,281.1,Computadora,20,3,8,164519,4,2,8.8,0,7,No,0
L00148,Programacion Web,150,CABA,Universitario,Si,51.0,Si,Cuotas,545000,471.8,Computadora,6,3,4,78124,1,2,6.6,2,6,No,0
L01462,Data Analytics,30,CABA,Universitario,Si,30.0,No,Cuotas,453000,366.5,Computadora,22,3,3,96099,1,2,7.8,1,2,No,0
L02801,Python Inicial,32,CABA,Universitario,No,0.0,No,Cuotas,288000,245.9,Computadora,15,3,2,89574,1,2,7.1,1,3,No,0
L00632,Marketing Digital,30,CABA,Universitario,Si,45.0,No,Pago unico,274000,236.7,Celular,18,5,2,39380,0,2,4.3,0,2,No,0
L01995,Programacion Web,24,Buenos Aires,Universitario,No,0.0,No,Cuotas,519000,445.1,Computadora,13,3,3,99687,0,2,7.1,7,0,Si,1
L00351,Data Analytics,27,CABA,Secundario,Si,15.0,No,Pago unico,385000,320.2,Celular,2,3,1,80220,1,0,,7,1,No,0
L02776,Marketing Digital,41,Cordoba,Terciario,No,0.0,Si,Pago unico,266000,221.0,Computadora,22,5,3,132837,4,2,7.1,2,3,No,0
L01321,Programacion Web,24,Santa Fe,Terciario,Si,40.0,No,Cuotas,502000,418.5,Computadora,14,4,1,44441,1,1,,6,0,Si,1
L02637,Producto Digital,19,Mendoza,Universitario,No,0.0,No,Cuotas,376000,322.2,Celular,17,8,3,89191,1,2,6.1,4,7,No,0
L00566,UX/UI,32,CABA,Universitario,Si,22.0,Si,Cuotas,417000,347.2,Celular,19,3,3,110423,4,2,7.3,0,0,No,0
L00483,Data Analytics,42,Otra,Terciario,Si,33.0,Si,Cuotas,442000,359.0,Tablet,5,1,6,200209,2,2,8.2,0,3,No,0
L02993,Marketing Digital,35,CABA,Secundario,Si,25.0,Si,Cuotas,331000,283.6,Computadora,5,2,2,23844,0,0,,3,7,No,0
L02386,Python Inicial,31,Buenos Aires,Universitario,Si,55.0,No,Cuotas,285000,242.4,Celular,16,6,1,67686,0,1,,3,1,No,1
L02665,Marketing Digital,40,Buenos Aires,Secundario,No,0.0,Si,Pago unico,290000,244.7,Computadora,1,4,4,125318,3,0,7.1,1,6,No,0
L01448,UX/UI,26,Buenos Aires,Posgrado,No,0.0,Si,Pago unico,353000,300.9,Computadora,13,2,3,87808,0,2,,0,2,No,0
L02795,Data Analytics,37,Otra,Posgrado,Si,23.0,No,Cuotas,427000,370.5,Computadora,16,1,4,102800,0,1,8.2,0,6,No,0
L00128,Python Inicial,18,Santa Fe,Universitario,No,0.0,Si,Cuotas,292000,240.8,Computadora,9,8,15,247741,1,2,8.9,0,4,No,0
L00579,Data Analytics,35,CABA,Secundario,Si,38.0,No,Beca,13000,11.1,Computadora,0,1,0,0,1,0,,14,0,No,1
L02664,Data Analytics,25,Cordoba,Terciario,No,0.0,Si,Pago unico,367000,297.7,Computadora,9,6,4,162954,1,2,7.0,1,6,No,0
L02146,producto digital,37,Buenos Aires,Terciario,No,0.0,No,Pago unico,323000,272.3,Computadora,18,6,3,88680,0,1,8.0,1,2,No,0
L00544,Data Analytics,35,Buenos Aires,Universitario,No,0.0,Si,Beca,64000,53.3,Celular,11,2,0,42282,3,1,,12,0,Si,1
L02299,Python Inicial,27,Otra,Secundario,No,0.0,No,Beca,31000,25.3,Computadora,9,2,4,92193,0,0,4.3,5,1,No,0
L02902,Data Analytics,17,Santa Fe,Universitario,No,0.0,Si,Cuotas,428000,346.7,Celular,20,3,2,66008,1,2,5.9,0,1,No,0
L02777,Producto Digital,46,CABA,Terciario,Si,31.0,No,Pago unico,310000,260.3,Celular,23,2,4,94686,2,2,4.9,4,6,No,0
L00356,Marketing Digital,28,Cordoba,Terciario,No,0.0,Si,Cuotas,352000,304.9,Tablet,3,8,6,185757,4,2,9.7,1,4,No,0
L02367,Data Analytics,17,CABA,Secundario,No,0.0,No,Cuotas,423000,341.0,Celular,5,6,3,51926,0,1,,0,3,No,0
L02983,Programacion Web,46,CABA,Universitario,Si,42.0,No,Cuotas,485000,389.5,Computadora,9,3,1,58621,1,2,5.7,1,0,No,0
L02434,Marketing Digital,32,Buenos Aires,Terciario,Si,38.0,No,Cuotas,312000,254.0,Celular,7,3,1,95293,2,2,6.4,1,4,No,0
L02967,Python Inicial,28,Cordoba,Terciario,No,0.0,No,Cuotas,291000,239.5,Celular,0,4,5,108951,0,1,8.8,0,1,No,0
L01520,Prog. Web,30,CABA,Secundario,Si,47.0,No,Pago unico,430000,363.2,Tablet,0,6,4,74514,1,2,,7,2,No,0
L01035,Python Inicial,20,Mendoza,Universitario,No,0.0,Si,Pago unico,221000,177.2,Celular,2,9,6,146810,0,2,6.9,0,11,No,0
L00054,UX/UI,19,Buenos Aires,Posgrado,No,0.0,No,Cuotas,447000,360.1,Computadora,9,1,6,87978,2,1,6.8,1,4,No,0
L00746,UX / UI,21,Buenos Aires,Terciario,No,0.0,No,Pago unico,338000,287.4,Tablet,1,10,4,183908,7,2,7.5,0,11,No,0
L02255,Data Analytics,27,Buenos Aires,Universitario,Si,52.0,No,Cuotas,442000,373.6,Celular,14,2,2,145892,1,0,5.8,2,2,No,0
L01241,Python Inicial,52,Otra,Secundario,Si,29.0,Si,Cuotas,288000,237.4,Celular,14,7,1,79419,3,2,5.8,0,5,No,0
L01190,Data Analytics,20,Cordoba,Terciario,No,0.0,Si,Cuotas,467000,398.1,Celular,2,1,0,29464,2,0,,1,1,No,0
L00457,Producto Digital,26,CABA,Terciario,No,0.0,No,Cuotas,372000,302.5,Computadora,4,3,1,40445,1,0,7.6,13,1,No,0
L02928,Programacion Web,45,Santa Fe,Posgrado,Si,56.0,Si,Beca,87000,71.0,Computadora,1,3,4,75495,0,2,6.6,9,2,No,0
L03062,UX/UI,46,Buenos Aires,Universitario,Si,39.0,No,Pago unico,342000,294.6,Computadora,9,1,2,19522,2,0,,2,0,No,0
L02569,Marketing Digital,23,CABA,Universitario,No,0.0,No,Cuotas,339000,272.8,Celular,6,3,1,74184,1,1,8.7,5,1,No,0
L01282,Marketing Digital,31,CABA,Secundario,No,0.0,Si,Beca,75000,61.6,Computadora,8,4,11,124104,3,1,6.6,1,4,No,0
L00634,Marketing Digital,28,Buenos Aires,Secundario,No,0.0,Si,Cuotas,312000,252.4,Computadora,18,4,6,146072,0,2,6.4,1,2,No,0
L02385,Data Analytics,21,Cordoba,Secundario,No,0.0,No,Pago unico,398000,337.3,Computadora,9,4,4,76998,0,1,8.6,0,8,No,0
L02897,Data Analytics,20,Cordoba,Universitario,No,0.0,No,Cuotas,446000,376.7,Tablet,19,3,1,0,0,0,,14,0,Si,1
L02879,data analytics,28,Buenos Aires,Secundario,Si,45.0,Si,Pago unico,388000,332.8,Celular,8,3,2,118493,0,2,7.8,4,3,No,0
L01776,Data Analytics,32,CABA,Terciario,No,0.0,Si,Cuotas,443000,356.7,Computadora,10,0,0,93121,0,1,8.6,3,2,No,0
L03160,Producto Digital,26,Buenos Aires,Terciario,No,0.0,Si,Cuotas,371000,304.5,Celular,5,3,1,20028,0,0,,6,0,Si,1
L00695,Python Inicial,23,Otra,Terciario,No,0.0,No,Cuotas,289000,232.3,Celular,22,1,2,44182,0,0,,3,1,No,0
L00613,Python Inicial,33,Buenos Aires,Universitario,No,0.0,Si,Cuotas,268000,218.4,Computadora,2,8,2,160892,0,2,7.4,4,2,No,0
L03087,Marketing Digital,38,Buenos Aires,Universitario,No,0.0,No,Cuotas,326000,269.7,Celular,16,3,4,0,1,1,6.8,3,3,No,0
L00465,Programacion Web,31,CABA,Secundario,Si,48.0,Si,Pago unico,410000,346.7,Computadora,15,4,0,96348,0,1,8.2,0,1,No,0
L02960,Producto Digital,28,Buenos Aires,Terciario,Si,46.0,Si,Pago unico,329000,269.9,Celular,13,4,1,0,0,0,,1,0,Si,1
L02800,Python Inicial,29,CABA,Universitario,No,0.0,Si,Pago unico,241000,196.3,Celular,0,1,3,2321,1,0,,6,0,No,1
L01466,Data Analytics,23,Cordoba,Secundario,No,0.0,No,Pago unico,374000,299.8,Computadora,21,7,5,93543,0,1,,1,2,No,0
L01477,Producto Digital,43,Otra,Terciario,Si,45.0,No,Cuotas,404000,329.0,Celular,14,3,1,49266,1,0,6.3,3,1,No,0
L01504,python inicial,43,Buenos Aires,Secundario,Si,,No,Cuotas,272000,228.2,Computadora,9,2,1,34422,2,0,,5,0,Si,1
L01800,Python Inicial,31,CABA,Terciario,No,0.0,Si,Pago unico,231000,185.6,Celular,20,0,3,142692,2,2,5.9,0,9,No,0
L01631,Prog. Web,27,Buenos Aires,Secundario,No,0.0,No,Cuotas,483000,386.8,Celular,17,3,4,151061,1,1,7.9,2,3,No,0
L00405,Data Analytics,17,Cordoba,Terciario,No,0.0,No,Pago unico,358000,291.4,Computadora,14,2,1,51730,0,2,6.9,5,1,No,0
L02549,Marketing Digital,17,Buenos Aires,Universitario,No,0.0,No,Cuotas,326000,269.9,Computadora,6,2,1,22980,0,0,,0,1,No,0
L01124,Data Analytics,26,Mendoza,Posgrado,Si,40.0,No,Pago unico,397000,324.6,Computadora,20,6,5,135483,1,2,7.4,4,4,No,0
L02837,Marketing Digital,39,Mendoza,Universitario,Si,21.0,Si,Pago unico,287000,245.3,Computadora,13,5,6,207658,2,2,7.8,2,4,No,0
L01272,Data Analytics,47,Cordoba,Posgrado,No,0.0,No,Cuotas,426000,368.7,Computadora,19,6,3,109782,0,2,9.8,1,7,No,0
L00197,Producto Digital,31,CABA,Terciario,Si,38.0,Si,Cuotas,404000,337.5,Celular,6,3,3,73305,0,2,,1,4,No,0
L03050,Programacion Web,32,Buenos Aires,Universitario,No,0.0,Si,Pago unico,424000,364.9,Computadora,5,2,9,136134,2,2,7.2,0,7,No,0
L01269,Python Inicial,23,CABA,Secundario,No,0.0,No,Cuotas,298000,250.3,Tablet,0,1,4,108020,1,0,7.6,8,1,No,0
L01884,Programacion Web,21,Santa Fe,Universitario,Si,41.0,No,Cuotas,480000,416.3,Tablet,2,2,1,67815,1,1,6.5,14,0,Si,1
L00882,Marketing Digital,17,Buenos Aires,Terciario,Si,44.0,Si,Cuotas,343000,287.1,Celular,16,2,1,71072,1,1,6.9,2,3,No,0
L01353,Programacion Web,26,Buenos Aires,Universitario,No,0.0,Si,Beca,57000,46.1,Computadora,23,3,1,35541,0,1,,1,2,Si,1
L02575,UX/UI,24,CABA,Terciario,No,0.0,Si,Cuotas,439000,372.5,Computadora,2,7,9,215732,5,1,9.7,0,12,No,0
L01715,marketing digital,39,CABA,Terciario,Si,31.0,No,Beca,40000,32.1,Celular,5,3,2,54591,2,1,6.3,5,0,Si,1
L02553,Programacion Web,41,Santa Fe,Terciario,Si,32.0,Si,Cuotas,484000,407.2,Celular,1,3,2,0,2,0,,2,0,No,1
L01416,Data Analytics,33,CABA,Universitario,No,0.0,Si,Cuotas,421000,348.8,Computadora,3,7,4,58528,2,1,6.9,2,3,No,0
L03025,Data Analytics,26,CABA,Terciario,Si,34.0,No,Pago unico,388000,331.2,Celular,11,3,3,126595,3,1,8.3,1,6,No,0
L01495,Data Analytics,30,Buenos Aires,Terciario,Si,36.0,Si,Beca,65000,55.5,Computadora,12,5,0,3068,0,0,,8,0,Si,1
L03164,Python Inicial,25,CABA,Universitario,No,0.0,No,Cuotas,292000,249.2,Celular,15,6,5,112487,0,2,8.2,2,3,No,0
L00824,Python Inicial,17,Mendoza,Terciario,No,0.0,No,Cuotas,285000,234.4,Computadora,20,2,1,85701,1,1,5.0,0,2,No,0
L02301,Data Analytics,35,Mendoza,Universitario,Si,35.0,No,Pago unico,387000,312.1,Computadora,15,4,3,76950,0,2,7.6,1,3,No,0
L02875,Data Analytics,52,Buenos Aires,Terciario,Si,25.0,No,Beca,54000,45.5,Celular,4,3,2,80410,0,0,,3,0,Si,1
L00792,UX/UI,17,CABA,Posgrado,Si,34.0,Si,Pago unico,345000,289.4,Celular,11,9,3,122194,5,2,5.7,0,4,No,0
L00713,Data Analytics,25,Otra,Posgrado,Si,44.0,No,Pago unico,376000,307.6,Tablet,3,5,2,62595,1,1,,7,0,No,1
L01849,Marketing Digital,23,CABA,Secundario,No,0.0,No,Cuotas,337000,287.4,Celular,23,2,4,113196,4,2,,3,0,No,1
L01510,Data Analytics,37,CABA,Universitario,No,0.0,Si,Pago unico,392000,339.6,Computadora,8,4,11,204666,2,1,8.6,0,4,No,0
L00719,Marketing Digital,19,CABA,Universitario,No,0.0,Si,Cuotas,328000,277.7,Computadora,8,2,6,143523,4,2,6.9,0,2,No,0
L03157,Marketing Digital,32,Santa Fe,Terciario,No,0.0,No,Cuotas,353000,284.3,Celular,15,5,5,112552,1,2,8.2,1,6,No,0
L02455,programacion web,27,Santa Fe,Terciario,No,0.0,Si,Cuotas,484000,392.2,Computadora,7,3,6,218830,2,1,7.3,1,6,No,0
L01159,data analytics,34,Santa Fe,Universitario,No,0.0,No,Cuotas,479000,408.5,Computadora,21,5,2,67242,2,2,7.8,0,5,No,0
L01232,Producto Digital,31,Cordoba,Universitario,No,0.0,No,Beca,22000,18.0,Celular,17,1,1,85765,3,2,5.1,0,0,Si,1
L02316,Producto Digital,17,Otra,Posgrado,No,0.0,Si,Pago unico,328000,268.3,Celular,14,1,1,89470,1,2,7.0,7,8,No,0
L03098,Programacion Web,30,Santa Fe,Universitario,No,0.0,No,Pago unico,415000,360.0,Computadora,17,4,2,126628,1,1,7.4,1,1,No,0
L01959,Data Analytics,22,Buenos Aires,Posgrado,No,0.0,No,Cuotas,447000,359.1,Computadora,0,3,5,60519,2,0,,5,2,No,0
L01258,Programacion Web,24,CABA,Universitario,No,0.0,No,Pago unico,446000,382.6,Celular,22,6,7,150322,5,2,9.7,0,5,No,0
L01222,Python Inicial,24,Buenos Aires,Secundario,Si,42.0,Si,Pago unico,234000,188.7,Computadora,18,3,2,105593,1,2,6.8,3,8,No,0
L02005,Producto Digital,25,Santa Fe,Secundario,Si,33.0,No,Cuotas,379000,324.9,Celular,3,4,2,102250,1,1,9.4,1,2,No,0
L03189,Python Inicial,22,Santa Fe,Universitario,Si,36.0,Si,Cuotas,283000,237.3,Computadora,9,8,6,174406,0,2,10.0,1,4,No,0
L01181,Data Analytics,23,Buenos Aires,Secundario,No,0.0,Si,Cuotas,462000,398.3,Computadora,10,4,7,103111,0,2,7.3,2,5,No,0
L03095,UX/UI,17,CABA,Secundario,Si,28.0,No,Cuotas,432000,350.8,Computadora,13,1,3,10744,1,0,5.6,10,0,No,1
L02151,Marketing Digital,36,Buenos Aires,Terciario,Si,44.0,Si,Cuotas,341000,278.5,Computadora,14,1,1,59103,2,1,6.0,0,3,No,0
L02613,Producto Digital,30,Santa Fe,Universitario,Si,39.0,No,Pago unico,327000,264.9,Computadora,13,3,0,7486,0,1,5.1,3,1,No,0
L03118,Producto Digital,17,CABA,Secundario,Si,43.0,No,Pago unico,318000,270.7,Celular,12,3,2,68748,1,2,,1,3,No,0
L01247,UX/UI,29,CABA,Terciario,Si,45.0,No,Pago unico,363000,312.3,Celular,0,10,6,169615,5,2,10.0,0,12,No,0
L02239,Data Analytics,29,CABA,Universitario,Si,41.0,No,Pago unico,364000,295.9,Computadora,15,5,6,105861,4,2,9.1,1,6,No,0
L03165,Data Analytics,23,Buenos Aires,Secundario,Si,56.0,Si,Pago unico,393000,335.6,Celular,2,4,3,115025,0,1,6.9,1,2,No,0
L00010,Programacion Web,32,CABA,Universitario,Si,48.0,No,Pago unico,443000,379.8,Tablet,22,5,3,136480,0,2,9.0,4,3,No,0
L01619,Producto Digital,35,Otra,Secundario,Si,31.0,Si,Cuotas,400000,323.3,Computadora,5,5,4,116553,2,2,5.0,1,6,No,0
L02526,UX/UI,46,Santa Fe,Secundario,Si,35.0,Si,Pago unico,341000,275.2,Computadora,16,7,7,173789,9,2,8.5,0,1,No,0
L01285,Python Inicial,32,CABA,Universitario,No,0.0,No,Cuotas,267000,218.7,Computadora,17,2,4,106909,1,2,6.6,1,5,No,0
L02647,Data Analytics,30,CABA,Terciario,Si,21.0,No,Cuotas,445000,382.6,Computadora,3,1,1,22184,1,2,4.8,0,3,No,0
L01741,Producto Digital,33,Buenos Aires,Secundario,No,0.0,No,Pago unico,321000,277.5,Tablet,11,2,1,51546,1,0,,2,0,No,0
L01769,Data Analytics,25,CABA,Posgrado,No,0.0,No,Pago unico,377000,322.5,Computadora,2,6,1,126044,0,1,5.7,1,5,No,0
L01869,Programacion Web,21,Cordoba,Terciario,No,0.0,Si,Cuotas,502000,415.8,Computadora,2,0,3,90446,1,2,,4,2,No,0
L02320,Python Inicial,21,Otra,Universitario,No,0.0,No,Cuotas,277000,233.6,Computadora,3,7,6,170608,6,2,8.4,0,8,No,0
L01171,UX/UI,50,CABA,Posgrado,Si,32.0,No,Pago unico,336000,281.0,Tablet,17,5,10,102994,2,2,9.2,2,6,No,0
L00135,Data Analytics,41,Otra,Terciario,Si,29.0,No,Pago unico,388000,325.3,Celular,20,4,0,68481,0,2,,1,4,No,0
L02962,programacion web,43,CABA,Secundario,No,0.0,No,Beca,79000,65.0,Celular,11,1,3,66949,2,2,6.4,4,4,No,0
L00964,Data Analytics,35,Buenos Aires,Terciario,No,0.0,No,Beca,55000,45.4,Celular,10,5,0,0,1,0,7.5,14,4,No,0
L01841,Programacion Web,27,CABA,Universitario,Si,32.0,No,Cuotas,545000,439.0,Computadora,20,3,7,113962,4,2,7.5,0,1,No,0
L00543,Python Inicial,17,Cordoba,Universitario,No,0.0,No,Beca,32000,26.6,Computadora,18,5,2,38902,1,1,5.7,3,0,No,1
L00494,Marketing Digital,37,Cordoba,Universitario,Si,38.0,No,Cuotas,310000,268.5,Computadora,7,1,2,95548,2,1,5.8,4,2,No,0
L00997,Python Inicial,32,Cordoba,Secundario,No,0.0,No,Pago unico,230000,198.5,Computadora,6,4,3,113971,3,1,8.7,0,2,No,0
L00524,Marketing Digital,32,CABA,Terciario,Si,36.0,No,Pago unico,285000,240.8,Tablet,0,5,2,149372,1,1,7.4,1,3,No,0
L02536,Marketing Digital,22,Santa Fe,Universitario,Si,39.0,No,Cuotas,311000,252.2,Computadora,3,1,0,42932,0,0,7.5,9,1,No,0
L01420,Data Analytics,59,Cordoba,Universitario,Si,41.0,No,Pago unico,390000,316.3,Celular,0,3,0,37522,0,1,8.5,3,0,Si,1
L02788,Programacion Web,24,Cordoba,Terciario,No,0.0,No,Pago unico,416000,333.6,Celular,22,4,3,104352,1,1,9.4,2,4,No,0
L01273,DATA ANALYTICS,30,CABA,Terciario,Si,46.0,No,Pago unico,365000,314.7,Computadora,9,3,2,35374,1,0,,2,3,No,0
L03144,UX/UI,17,Buenos Aires,Secundario,No,0.0,No,Cuotas,428000,344.0,Computadora,21,5,7,148726,5,2,10.0,1,3,No,0
L00786,python inicial,39,Santa Fe,Terciario,No,0.0,No,Cuotas,298000,241.4,Computadora,19,3,2,71332,0,1,,1,5,No,0
L02932,Data Analytics,39,Otra,Posgrado,No,0.0,No,Cuotas,476000,393.9,Celular,9,3,3,121245,1,0,8.2,0,2,No,0
L00961,Python Inicial,36,Buenos Aires,Terciario,Si,28.0,No,Beca,12000,10.3,Celular,22,3,0,15128,0,0,,1,1,No,0
L00893,Programacion Web,45,CABA,Universitario,Si,50.0,Si,Cuotas,511000,429.7,Computadora,13,1,1,0,0,0,3.0,0,5,No,0
L01343,Programacion Web,45,CABA,Secundario,Si,53.0,Si,Cuotas,496000,430.2,Computadora,2,4,7,101860,3,1,6.2,999,7,No,0
L01050,Producto Digital,40,Mendoza,Universitario,Si,33.0,No,Pago unico,306000,260.6,Computadora,1,5,3,105947,3,2,8.0,0,3,No,0
L01119,UX/UI,21,CABA,Terciario,No,0.0,No,Cuotas,406000,326.8,Celular,23,3,2,61868,0,2,,0,1,Si,1
L01371,Producto Digital,28,Buenos Aires,Secundario,Si,41.0,Si,Cuotas,367000,317.7,Computadora,17,4,5,193714,0,2,6.5,0,4,No,0
L02690,Programacion Web,26,Otra,Terciario,No,0.0,Si,Cuotas,512000,439.2,Tablet,5,5,4,112570,0,1,,5,1,No,0
L01698,UX/UI,17,Otra,Universitario,No,0.0,No,Cuotas,422000,354.1,Celular,11,5,3,40355,0,1,4.4,1,0,Si,1
L03063,Python inicial,17,CABA,Universitario,No,0.0,No,Pago unico,233000,199.4,Celular,1,6,4,121105,0,2,6.8,1,5,No,0
L01300,Producto Digital,17,CABA,Secundario,No,0.0,No,Pago unico,322000,263.9,Computadora,17,2,0,0,0,0,,14,0,No,1
L01533,Python Inicial,20,Otra,Terciario,No,0.0,No,Pago unico,230000,194.9,Computadora,23,2,2,4897,0,1,,14,0,No,1
