id_publicacion,genero_musical,oyentes_mensuales_spotify,capacidad_venue,tipo_venue,sector,precio_original,precio_original_con_cargos,dias_hasta_el_show,dia_semana_show,show_agotado_en_preventa,vendedor_verificado,cantidad_entradas_publicadas,cantidad_fotos_publicacion,precio_publicado,se_vendio,comision_plataforma,precio_reventa
P00415,Trap,914560,5000,Arena,Platea Baja,57000,66600,15,Sabado,Si,Si,1.0,2.0,179000,1,27000.0,179000.0
P01231,Pop internacional,1271321,8400,Arena,General,28000,32800,14,Lunes,Si,No,2.0,4.0,70000,1,10000.0,70000.0
P00931,Indie,389477,3300,Teatro,Campo,41000,47700,12,Domingo,No,Si,1.0,1.0,66000,1,10000.0,66000.0
P00641,Pop internacional,11044228,25000,Estadio,Campo,52000,62800,16,Jueves,No,No,4.0,4.0,77000,1,12000.0,77000.0
P00234,Rock nacional,1668188,8400,Arena,General,31000,36600,32,Miercoles,No,Si,1.0,2.0,35000,1,5000.0,35000.0
P00021,Rock nacional,4369738,8400,Arena,general,30000,34800,26,Viernes,No,No,2.0,7.0,48000,1,7000.0,48000.0
P01294,Indie,233567,1500,Club,Platea Baja,49000,56800,0,Martes,No,Si,,8.0,28000,1,4000.0,28000.0
P00030,Indie,919443,3300,Teatro,Campo,46000,54500,4,Jueves,No,Si,1.0,8.0,59000,1,9000.0,59000.0
P00804,Rock nacional,1774796,5000,Arena,General,26000,31600,16,Sabado,No,No,2.0,6.0,53000,1,8000.0,53000.0
P00883,Indie,32554226,45000,Estadio,campo,60000,71000,15,Miercoles,No,No,2.0,4.0,126000,1,19000.0,126000.0
P01055,Trap,259424,3300,Teatro,Campo,40000,48300,1,Miercoles,No,No,2.0,3.0,32000,1,5000.0,32000.0
P00291,Trap,1415947,5000,Arena,Palco,117000,139900,7,Miercoles,No,Si,2.0,7.0,190000,1,28000.0,190000.0
P00915,Electronica,190982,5000,Arena,Pl. Alta,35000,43500,1,Viernes,No,Si,2.0,8.0,32000,1,5000.0,32000.0
P01094,Electronica,266203,3300,Teatro,General,24000,28600,14,Jueves,No,Si,2.0,6.0,50000,1,8000.0,50000.0
P01112,Electronica,7160259,45000,Estadio,Campo,56000,68700,13,Martes,Si,Si,3.0,,95000,1,14000.0,95000.0
P00115,Rock nacional,146734,3300,Teatro,Palco,122000,150500,16,Jueves,Si,No,1.0,2.0,247000,1,37000.0,247000.0
P01116,Cumbia,545500,3300,Teatro,Platea Baja,51000,62600,6,Viernes,No,No,1.0,3.0,100000,1,15000.0,100000.0
P00466,Indie,84166,1500,Club,platea baja,46000,54000,4,Lunes,No,Si,1.0,4.0,64000,1,10000.0,64000.0
P00890,Electronica,2246811,8400,Arena,Campo,57000,67500,25,Jueves,Si,No,1.0,3.0,93000,1,14000.0,93000.0
P00168,Rock nacional,104156,1100,Club,Palco,108000,130300,37,Viernes,Si,Si,1.0,5.0,216000,1,32000.0,216000.0
P00408,Cumbia,4855202,15000,Arena,Campo,49000,59900,15,Sabado,No,No,4.0,6.0,92000,1,14000.0,92000.0
P00321,Indie,5978553,25000,Estadio,Platea Baja,65000,76500,18,Miercoles,No,Si,2.0,6.0,120000,1,18000.0,120000.0
P01348,Cumbia,139310,1500,Club,Campo,42000,49400,13,Lunes,No,No,1.0,4.0,70000,1,10000.0,70000.0
P00898,Pop internacional,4349382,15000,Arena,Palco,147000,178300,13,Jueves,No,No,2.0,3.0,292000,1,44000.0,292000.0
P01102,Rock nacional,6034720,15000,Arena,Campo,49000,60600,15,Lunes,Si,Si,2.0,5.0,111000,1,17000.0,111000.0
P00705,Trap,643853,3300,Teatro,Platea Baja,61000,73000,21,Viernes,No,Si,2.0,7.0,108000,1,16000.0,108000.0
P00921,Pop internacional,348585,3300,Teatro,Platea Baja,48000,55500,9,Viernes,No,Si,1.0,3.0,91000,1,14000.0,91000.0
P00567,Trap,32703721,84000,Estadio,Platea Baja,77000,94600,24,Viernes,No,Si,2.0,1.0,155000,1,23000.0,155000.0
P00599,Rock nacional,9871743,45000,Estadio,Campo,63000,76200,13,Sabado,No,Si,1.0,8.0,157000,1,24000.0,157000.0
P00258,Electronica,28134354,45000,Estadio,Platea Baja,72000,84100,21,Viernes,Si,Si,1.0,6.0,183000,1,27000.0,183000.0
P00256,Trap,13654892,15000,Arena,General,31000,38700,2,Jueves,Si,Si,2.0,8.0,42000,1,6000.0,42000.0
P00728,Pop internacional,3627865,15000,Arena,Platea Alta,45000,54600,14,Sabado,No,Si,2.0,8.0,82000,1,12000.0,82000.0
P00706,Cumbia,464075,3300,Teatro,Campo,40000,49200,9,Miercoles,No,Si,2.0,3.0,69000,1,10000.0,69000.0
P00988,Trap,60000000,84000,Estadio,Platea Baja,78000,94600,6,Miercoles,Si,Si,3.0,4.0,201000,1,30000.0,201000.0
P00498,Cumbia,1026841,3300,Teatro,Platea Baja,55000,67600,22,Sabado,No,No,4.0,,83000,1,12000.0,83000.0
P00899,Indie,5454845,15000,Arena,Pl. Alta,40000,46300,43,Sabado,Si,Si,2.0,8.0,73000,1,11000.0,73000.0
P00131,Trap,31086606,84000,Estadio,Campo,63000,73600,27,Jueves,No,Si,2.0,5.0,128000,1,19000.0,128000.0
P01379,Cumbia,276778,3300,Teatro,Palco,109000,126200,10,Domingo,No,Si,3.0,2.0,149000,1,22000.0,149000.0
P00101,Rock nacional,10858040,25000,Estadio,Campo,55000,64100,13,Sabado,No,No,2.0,3.0,124000,1,19000.0,124000.0
P00172,Electronica,657948,3300,Teatro,General,25000,29700,8,Sabado,No,Si,1.0,6.0,39000,1,6000.0,39000.0
P00492,Rock nacional,2538174,8400,Arena,campo,44000,51200,20,Martes,No,No,1.0,6.0,50000,1,8000.0,50000.0
P01311,Rock nacional,28576830,45000,Estadio,Platea Alta,45000,53800,3,Miercoles,No,Si,2.0,8.0,63000,1,9000.0,63000.0
P00111,Rock nacional,10060091,15000,Arena,Platea Baja,71000,88100,60,Viernes,Si,No,2.0,4.0,86000,1,13000.0,86000.0
P01225,Cumbia,3677939,8400,Arena,Campo,45000,55700,17,Viernes,No,Si,2.0,3.0,68000,1,10000.0,68000.0
P01021,Pop internacional,1367848,5000,Arena,Campo,40000,48000,5,Martes,Si,No,1.0,2.0,86000,1,13000.0,86000.0
P01227,Trap,2037697,15000,Arena,Campo,50000,60300,13,Viernes,No,Si,2.0,6.0,95000,1,14000.0,95000.0
P00713,Indie,113008,1100,Club,Palco,100000,122500,8,Viernes,No,Si,2.0,3.0,157000,1,24000.0,157000.0
P00828,Trap,2995796,15000,Arena,Pl. Alta,46000,56900,25,Viernes,Si,Si,2.0,5.0,103000,1,15000.0,103000.0
P01020,Trap,57158768,84000,Estadio,Platea Baja,83000,95900,30,Sabado,No,Si,1.0,6.0,149000,1,22000.0,149000.0
P01161,Indie,143227,3300,Teatro,Palco,136000,168300,14,Sabado,No,Si,4.0,4.0,162000,1,24000.0,162000.0
P00961,Rock nacional,9574256,15000,Arena,Campo,54000,66800,12,Sabado,No,Si,2.0,6.0,118000,1,18000.0,118000.0
P00660,Electronica,9044925,45000,Estadio,General,35000,41300,10,Viernes,No,No,2.0,2.0,67000,1,10000.0,67000.0
P00271,Rock nacional,78182,1100,Club,Platea Alta,31000,36300,33,Domingo,No,Si,2.0,3.0,32000,1,5000.0,32000.0
P00064,Trap,82886,1100,Club,Campo,38000,45100,7,Sabado,No,No,1.0,5.0,63000,1,9000.0,63000.0
P00394,Indie,607688,5000,Arena,General,28000,32900,26,Sabado,No,Si,1.0,,48000,1,7000.0,48000.0
P01095,Trap,229994,1500,Club,Campo,33000,40900,31,Lunes,No,Si,2.0,4.0,36000,1,5000.0,36000.0
P00893,Pop internacional,722073,5000,Arena,Campo,47000,56300,0,Viernes,No,Si,1.0,1.0,32000,1,5000.0,32000.0
P00544,Pop internacional,198127,1100,Club,Platea Alta,33000,38300,8,Domingo,No,No,1.0,5.0,69000,1,10000.0,69000.0
P00779,Cumbia,4524591,15000,Arena,Campo,52000,64800,7,Domingo,No,Si,1.0,,75000,1,11000.0,75000.0
P01185,Trap,1866155,8400,Arena,Platea Alta,41000,49000,3,Sabado,No,No,2.0,3.0,59000,1,9000.0,59000.0
P00170,Rock nacional,2726582,5000,Arena,Campo,45000,53100,27,Sabado,No,Si,3.0,7.0,77000,1,12000.0,77000.0
P00037,Cumbia,822564,8400,Arena,General,29000,34100,19,Sabado,No,Si,2.0,3.0,39000,1,6000.0,39000.0
P00244,Rock nacional,1836688,5000,Arena,Campo,47000,58400,20,Jueves,Si,Si,3.0,8.0,101000,1,15000.0,101000.0
P00083,Indie,1880674,5000,Arena,Pl. Baja,55000,65800,2,Miercoles,No,Si,2.0,7.0,59000,1,9000.0,59000.0
P01285,Cumbia,12824409,25000,Estadio,General,32000,39500,32,Miercoles,Si,No,1.0,7.0,60000,1,9000.0,60000.0
P00946,Trap,82089,1500,Club,Platea Baja,49000,61200,60,Miercoles,No,No,4.0,1.0,39000,1,6000.0,39000.0
P00861,Rock nacional,2164445,15000,Arena,Platea Alta,43000,51000,6,Viernes,No,No,4.0,6.0,80000,1,12000.0,80000.0
P00373,Rock nacional,7259440,25000,Estadio,Campo,57000,65900,14,Sabado,Si,Si,2.0,1.0,162000,1,24000.0,162000.0
P01047,Pop internacional,2323734,8400,Arena,GENERAL,25000,29100,9,Viernes,No,Si,2.0,6.0,59000,1,9000.0,59000.0
P01171,Electronica,10044779,8400,Arena,General,28000,33000,29,Viernes,No,Si,2.0,5.0,52000,1,8000.0,52000.0
P00752,Rock nacional,193077,1500,Club,Platea Baja,48000,59800,26,Martes,No,Si,1.0,6.0,71000,1,11000.0,71000.0
P00508,Cumbia,54023,1100,Club,Platea Baja,44000,54100,20,Viernes,No,No,1.0,6.0,67000,1,10000.0,67000.0
P01245,Cumbia,15825379,45000,Estadio,General,29000,33700,15,Miercoles,No,Si,1.0,1.0,49000,1,7000.0,49000.0
P01038,Trap,115592,1500,Club,Palco,116000,141900,11,Jueves,No,No,2.0,1.0,222000,1,33000.0,222000.0
P01235,Trap,1474342,5000,Arena,General,25000,29600,11,Sabado,No,Si,2.0,7.0,46000,1,7000.0,46000.0
P00585,Electronica,1260591,5000,Arena,Platea Baja,50000,60400,37,Jueves,Si,No,1.0,5.0,73000,1,11000.0,73000.0
P00512,Rock nacional,2962389,8400,Arena,Platea Baja,63000,77400,26,Jueves,No,Si,,2.0,120000,1,18000.0,120000.0
P00178,Rock nacional,89898,1500,Club,Platea Baja,53000,65300,3,Domingo,Si,Si,2.0,4.0,90000,1,14000.0,90000.0
P00277,Trap,79640,1100,Club,Campo,33000,40600,12,Domingo,No,No,2.0,1.0,53000,1,8000.0,53000.0
P00880,Indie,598454,5000,Arena,General,28000,33400,19,Viernes,No,Si,2.0,2.0,47000,1,7000.0,47000.0
P00548,Rock nacional,1047485,3300,Teatro,General,23000,28100,21,Martes,No,Si,1.0,7.0,39000,1,6000.0,39000.0
P00720,Electronica,297342,1100,Club,campo,42000,52100,48,Jueves,No,Si,2.0,6.0,42000,1,6000.0,42000.0
P00477,Trap,12304178,25000,Estadio,Platea Baja,74000,92400,10,Miercoles,Si,Si,2.0,7.0,209000,1,31000.0,209000.0
P00226,Pop internacional,1412086,3300,Teatro,Campo,43000,49500,5,Domingo,Si,No,1.0,1.0,77000,1,12000.0,77000.0
P00633,Cumbia,33866271,45000,Estadio,Platea Baja,76000,91500,27,Jueves,Si,Si,2.0,8.0,148000,1,22000.0,148000.0
P00217,Trap,920026,3300,Teatro,Campo,46000,55500,2,Domingo,Si,No,4.0,4.0,52000,1,8000.0,52000.0
P01054,Cumbia,1131715,8400,Arena,Campo,48000,57300,23,Viernes,Si,Si,2.0,6.0,94000,1,14000.0,94000.0
P00838,Rock nacional,140801,1100,Club,Palco,102000,120400,1,Domingo,No,Si,1.0,3.0,77000,1,12000.0,77000.0
P00181,Pop internacional,2392120,15000,Arena,PALCO,163000,195000,40,Viernes,No,Si,2.0,8.0,239000,1,36000.0,239000.0
P00919,Rock nacional,7238438,8400,Arena,Palco,131000,155000,7,Jueves,Si,Si,1.0,1.0,331000,1,50000.0,331000.0
P00746,Indie,4501893,8400,Arena,Campo,57000,67700,27,Viernes,No,Si,2.0,1.0,88000,1,13000.0,88000.0
P00902,Electronica,60000000,84000,Estadio,Platea Baja,79000,98400,26,Viernes,No,No,2.0,2.0,155000,1,23000.0,155000.0
P01334,Rock nacional,6872021,15000,Arena,Campo,55000,63900,8,Lunes,No,Si,2.0,6.0,103000,1,15000.0,103000.0
P00678,Cumbia,2569584,5000,Arena,Campo,42000,48700,3,Viernes,Si,Si,1.0,2.0,61000,1,9000.0,61000.0
P00639,Rock nacional,159791,1500,Club,PLATEA BAJA,53000,65600,11,Sabado,No,No,1.0,2.0,100000,1,15000.0,100000.0
P00045,Pop internacional,250648,1500,Club,platea baja,48000,59200,31,Viernes,No,Si,2.0,7.0,66000,1,10000.0,66000.0
P00265,Trap,3269672,15000,Arena,PLATEA BAJA,59000,70100,31,Jueves,Si,No,2.0,6.0,115000,1,17000.0,115000.0
P01089,Rock nacional,173817,1500,Club,PLATEA BAJA,50000,59900,3,Jueves,Si,Si,2.0,3.0,74000,1,11000.0,74000.0
P01352,Indie,401514,3300,Teatro,Campo,46000,55500,12,Viernes,No,Si,2.0,6.0,88000,1,13000.0,88000.0
P01239,Cumbia,1194099,5000,Arena,platea baja,55000,68500,22,Sabado,No,Si,3.0,2.0,64000,1,10000.0,64000.0
P01365,Cumbia,3853386,15000,Arena,CAMPO,54000,67100,3,Domingo,No,Si,1.0,1.0,71000,1,11000.0,71000.0
P00897,Indie,59704884,84000,Estadio,General,33000,38800,22,Viernes,Si,Si,2.0,1.0,85000,1,13000.0,85000.0
P00851,Pop internacional,2229356,8400,Arena,Platea Baja,62000,76900,23,Sabado,No,Si,2.0,6.0,124000,1,19000.0,124000.0
P00095,Rock nacional,9424432,15000,Arena,Palco,141000,169600,36,Lunes,No,No,4.0,2.0,181000,1,27000.0,181000.0
P00176,Trap,185914,1100,Club,Platea Alta,33000,39200,10,Viernes,Si,Si,2.0,7.0,65000,1,10000.0,65000.0
P00399,Trap,418301,8400,Arena,General,28000,34900,37,Jueves,No,Si,2.0,,34000,1,5000.0,34000.0
P01197,Trap,384870,5000,Arena,Campo,52000,62800,15,Miercoles,Si,Si,2.0,2.0,116000,1,17000.0,116000.0
P00333,Rock nacional,1144078,5000,Arena,General,28000,33200,1,Viernes,Si,Si,1.0,6.0,30000,1,4000.0,30000.0
P01057,Rock nacional,9836425,15000,Arena,Platea Baja,61000,70700,12,Lunes,Si,Si,2.0,8.0,158000,1,24000.0,158000.0
P00032,Indie,15281108,45000,Estadio,Campo,65000,78000,17,Jueves,Si,Si,1.0,5.0,164000,1,25000.0,164000.0
P00745,Indie,2739410,15000,Arena,Platea Alta,42000,51900,2,Sabado,No,No,1.0,5.0,45000,1,7000.0,45000.0
P01260,Cumbia,6265395,8400,Arena,General,27000,32800,25,Sabado,Si,Si,1.0,2.0,60000,1,9000.0,60000.0
P00375,Cumbia,60000000,84000,Estadio,platea baja,68000,78300,24,Viernes,No,Si,1.0,3.0,101000,1,15000.0,101000.0
P00409,Trap,74610,1100,Club,Platea Baja,46000,54500,0,Domingo,No,No,2.0,7.0,33000,1,5000.0,33000.0
P00686,Cumbia,17034505,25000,Estadio,Campo,53000,65300,25,Viernes,No,Si,1.0,,81000,1,12000.0,81000.0
P00419,Trap,211235,1100,Club,Campo,33000,39300,25,Sabado,Si,Si,1.0,4.0,58000,1,9000.0,58000.0
P00145,Rock nacional,60000000,84000,Estadio,General,36000,42700,6,Sabado,No,Si,2.0,4.0,65000,1,10000.0,65000.0
P00266,Pop internacional,100291,1500,Club,campo,37000,44600,32,Domingo,No,Si,1.0,2.0,58000,1,9000.0,58000.0
P00987,Trap,97787,1500,Club,Platea Alta,35000,41300,16,Miercoles,No,Si,3.0,7.0,49000,1,7000.0,49000.0
P00015,Pop internacional,3769221,8400,Arena,GENERAL,26000,31800,26,Viernes,Si,Si,4.0,2.0,46000,1,7000.0,46000.0
P01119,Trap,1663141,8400,Arena,Platea Baja,63000,78700,0,Viernes,No,Si,2.0,7.0,59000,1,9000.0,59000.0
P00529,Cumbia,1410125,3300,Teatro,Pl. Alta,35000,43500,8,Domingo,Si,Si,2.0,8.0,50000,1,8000.0,50000.0
P00392,Trap,1486778,3300,Teatro,General,24000,28800,29,Domingo,No,Si,2.0,8.0,46000,1,7000.0,46000.0
P00854,Cumbia,522218,3300,Teatro,Platea Alta,38000,46400,34,Viernes,No,Si,2.0,8.0,50000,1,8000.0,50000.0
P00730,Rock nacional,2715910,8400,Arena,Palco,155000,182700,17,Martes,No,Si,1.0,4.0,323000,1,48000.0,323000.0
P00802,Pop internacional,5768023,15000,Arena,PLATEA ALTA,45000,56200,37,Viernes,Si,Si,1.0,3.0,73000,1,11000.0,73000.0
P00079,Indie,165563,1100,Club,Platea Baja,48000,58000,18,Jueves,No,Si,4.0,4.0,52000,1,8000.0,52000.0
P00604,Electronica,1320199,5000,Arena,General,27000,31200,3,Jueves,No,No,2.0,4.0,36000,1,5000.0,36000.0
P00388,Pop internacional,25402803,45000,Estadio,Platea Baja,69000,81000,3,Domingo,No,Si,2.0,2.0,68000,1,10000.0,68000.0
P00184,Indie,60000000,84000,Estadio,Palco,155000,191300,2,Jueves,Si,Si,2.0,8.0,221000,1,33000.0,221000.0
P00836,Rock nacional,95649,1100,Club,Campo,39000,48500,26,Sabado,No,Si,1.0,4.0,65000,1,10000.0,65000.0
P00191,Cumbia,80937,1500,Club,Campo,41000,49000,19,Viernes,No,No,2.0,7.0,64000,1,10000.0,64000.0
P00365,Trap,15586000,84000,Estadio,Platea Baja,68000,82600,0,Viernes,No,No,2.0,4.0,66000,1,10000.0,66000.0
P00869,Pop internacional,148788,1100,Club,GENERAL,22000,25400,0,Sabado,No,Si,2.0,6.0,16000,1,2000.0,16000.0
P01160,Cumbia,1142355,5000,Arena,Palco,155000,178400,10,Jueves,No,Si,1.0,4.0,290000,1,44000.0,290000.0
P00246,Indie,103829,1100,Club,Campo,36000,42600,11,Viernes,Si,Si,3.0,5.0,72000,1,11000.0,72000.0
P00882,Trap,3761963,15000,Arena,Platea Alta,44000,52300,16,Sabado,No,Si,4.0,6.0,92000,1,14000.0,92000.0
P00275,Indie,899976,5000,Arena,Pl. Baja,65000,79000,11,Viernes,No,No,1.0,1.0,117000,1,18000.0,117000.0
P00148,Electronica,538311,3300,Teatro,Campo,45000,52700,1,Martes,No,Si,2.0,2.0,36000,1,5000.0,36000.0
P01130,Rock nacional,3487625,8400,Arena,Campo,44000,52000,15,Sabado,No,No,4.0,3.0,71000,1,11000.0,71000.0
P00295,Pop internacional,7525871,15000,Arena,Platea Baja,62000,73100,19,Jueves,Si,No,1.0,2.0,131000,1,20000.0,131000.0
P00325,Rock nacional,927160,8400,Arena,Campo,44000,54300,1,Domingo,Si,Si,3.0,3.0,59000,1,9000.0,59000.0
P00771,Rock nacional,13034945,45000,Estadio,General,32000,37800,10,Domingo,No,Si,2.0,4.0,75000,1,11000.0,75000.0
P00800,Indie,511114,3300,Teatro,Campo,44000,52100,18,Sabado,No,Si,1.0,8.0,45000000,1,6750000.0,45000000.0
P00540,Pop internacional,1214945,8400,Arena,PLATEA BAJA,58000,67000,28,Sabado,No,Si,1.0,3.0,91000,1,14000.0,91000.0
P00677,Trap,422610,3300,Teatro,Campo,42000,52400,19,Lunes,No,Si,2.0,2.0,80000,1,12000.0,80000.0
P01135,Cumbia,60000000,84000,Estadio,platea baja,70000,86700,18,Martes,Si,No,1.0,7.0,111000,1,17000.0,111000.0
P00901,Rock nacional,3512332,15000,Arena,Campo,54000,63600,3,Sabado,Si,No,3.0,6.0,103000,1,15000.0,103000.0
P00769,Trap,158159,1100,Club,campo,38000,45700,21,Domingo,No,Si,4.0,1.0,56000,1,8000.0,56000.0
P00006,Rock nacional,18391788,25000,Estadio,Campo,64000,77400,9,Martes,Si,Si,3.0,3.0,122000,1,18000.0,122000.0
P00975,Indie,2943492,8400,Arena,Platea Baja,55000,66300,1,Viernes,No,Si,2.0,5.0,44000,1,7000.0,44000.0
P01169,Pop internacional,434902,1100,Club,Platea Alta,30000,35500,10,Lunes,No,Si,2.0,4.0,43000,1,6000.0,43000.0
P00104,Indie,1334094,5000,Arena,General,28000,33000,5,Lunes,Si,Si,4.0,8.0,49000,1,7000.0,49000.0
P00211,Electronica,304118,1500,Club,Platea Baja,49000,56600,5,Domingo,Si,Si,1.0,7.0,91000,1,14000.0,91000.0
P00042,Rock nacional,217520,3300,Teatro,Campo,45000,54600,48,Viernes,No,Si,2.0,4.0,66000,1,10000.0,66000.0
P00378,Electronica,683255,3300,Teatro,Campo,44000,54300,25,Domingo,No,No,1.0,7.0,62000,1,9000.0,62000.0
P01279,Pop internacional,52714,1100,Club,Platea Baja,48000,56000,16,Viernes,Si,Si,2.0,3.0,101000,1,15000.0,101000.0
P00147,Indie,50000,1100,Club,Platea Baja,42000,52200,17,Viernes,No,No,2.0,1.0,56000,1,8000.0,56000.0
P01111,Rock nacional,20374346,45000,Estadio,General,31000,36800,6,Sabado,No,Si,2.0,8.0,59000,1,9000.0,59000.0
P01090,Rock nacional,4898452,15000,Arena,Campo,56000,65600,60,Miercoles,Si,No,2.0,1.0,74000,1,11000.0,74000.0
P00206,Pop internacional,13872547,25000,Estadio,Platea Baja,63000,74600,26,Jueves,Si,Si,2.0,1.0,172000,1,26000.0,172000.0
P01069,Trap,116936,1100,Club,Pl. Baja,45000,55800,42,Martes,No,Si,,5.0,51000,1,8000.0,51000.0
P00028,Electronica,1143550,8400,Arena,Campo,48000,55600,18,Viernes,No,Si,6.0,6.0,82000,1,12000.0,82000.0
P01105,Cumbia,3439183,15000,Arena,Platea Baja,71000,85600,5,Domingo,Si,Si,2.0,5.0,112000,1,17000.0,112000.0
P01138,Indie,9954007,15000,Arena,Platea Baja,70000,82500,16,Miercoles,Si,Si,3.0,5.0,162000,1,24000.0,162000.0
P00205,Rock nacional,13954289,25000,Estadio,PLATEA BAJA,65000,78700,20,Viernes,No,No,2.0,2.0,121000,1,18000.0,121000.0
P00671,Rock nacional,49892537,84000,Estadio,Pl. Alta,50000,60200,24,Viernes,No,No,2.0,8.0,93000,1,14000.0,93000.0
P00625,Pop internacional,6997679,15000,Arena,Platea Baja,69000,85300,15,Sabado,No,No,2.0,7.0,124000,1,19000.0,124000.0
P00412,Pop internacional,10785908,45000,Estadio,Platea Alta,50000,57600,25,Viernes,No,No,2.0,7.0,102000,1,15000.0,102000.0
P00741,Trap,32892460,25000,Estadio,Platea Alta,44000,50800,19,Miercoles,Si,Si,1.0,1.0,116000,1,17000.0,116000.0
P01033,Rock nacional,50000,1100,Club,Campo,39000,46300,35,Domingo,No,Si,6.0,4.0,41000,1,6000.0,41000.0
P00074,Rock nacional,60000000,84000,Estadio,Campo,58000,67300,11,Miercoles,Si,No,2.0,4.0,158000,1,24000.0,158000.0
P01143,Cumbia,42289440,45000,Estadio,Campo,64000,78400,59,Martes,Si,No,2.0,3.0,71000,1,11000.0,71000.0
P00999,Electronica,940820,3300,Teatro,Platea Baja,59000,73700,8,Sabado,Si,Si,2.0,8.0,125000,1,19000.0,125000.0
P00207,Trap,359765,1100,Club,Campo,32000,39400,41,Viernes,No,Si,2.0,6.0,42000,1,6000.0,42000.0
P00868,Trap,156854,1500,Club,Platea Baja,46000,54600,14,Jueves,No,No,2.0,3.0,92000,1,14000.0,92000.0
N00001,Rock nacional,4335419,15000,Arena,Campo,54000,64200,3,Sabado,No,No,1.0,8.0,87000,0,,
N00002,Rock nacional,5484212,15000,Arena,Platea Baja,63000,73200,28,Domingo,No,Si,1.0,6.0,111000,0,,
N00003,Cumbia,80937,1500,Club,Campo,41000,49000,19,Jueves,No,No,2.0,1.0,131000,0,,
N00004,Indie,1880674,5000,Arena,Pl. Baja,55000,65800,2,Viernes,No,Si,2.0,7.0,125000,0,,
N00005,Trap,3478573,8400,Arena,Platea Alta,41000,49100,14,Jueves,No,Si,1.0,4.0,70000,0,,
N00006,Pop internacional,1637471,1500,Club,Platea Baja,46000,54400,3,Sabado,No,Si,6.0,6.0,70000,0,,
N00007,Cumbia,518129,3300,Teatro,Platea Alta,39000,47100,7,Sabado,No,Si,2.0,4.0,107000,0,,
N00008,Pop internacional,185338,1500,Club,Platea Baja,49000,59800,34,Sabado,No,Si,3.0,5.0,74000,0,,
N00009,Trap,87606,1100,Club,Platea Alta,31000,38100,3,Domingo,No,Si,4.0,5.0,54000,0,,
N00010,Trap,13654892,15000,Arena,General,31000,38700,2,Domingo,Si,Si,2.0,5.0,56000,0,,
N00011,Pop internacional,149285,1500,Club,Platea Baja,45000,53100,7,Domingo,No,Si,2.0,8.0,79000,0,,
N00012,Rock nacional,859015,3300,Teatro,General,25000,30400,8,Viernes,Si,Si,2.0,8.0,160000,0,,
N00013,Trap,391647,5000,Arena,Campo,45000,54000,1,Martes,No,Si,2.0,5.0,48000,0,,
N00014,Cumbia,54573833,45000,Estadio,Platea Alta,55000,68500,22,Viernes,No,No,1.0,8.0,117000,0,,
N00015,Pop internacional,16454108,25000,Estadio,Platea Baja,68000,80600,15,Jueves,No,Si,1.0,3.0,184000,0,,
N00016,Trap,643853,3300,Teatro,Platea Baja,61000,73000,21,Jueves,No,Si,2.0,5.0,153000,0,,
N00017,Indie,113296,1500,Club,General,24000,28000,3,Sabado,Si,Si,2.0,6.0,63000,0,,
N00018,Rock nacional,5484212,15000,Arena,Platea Baja,63000,73200,28,Viernes,No,Si,1.0,1.0,135000,0,,
N00019,Rock nacional,2137551,15000,Arena,Platea Baja,64000,77500,8,Viernes,No,No,2.0,1.0,203000,0,,
N00020,Trap,2364666,15000,Arena,Platea Alta,38000,46600,19,Jueves,No,Si,4.0,4.0,124000,0,,
N00021,Pop internacional,60000000,84000,Estadio,Campo,61000,74600,19,Jueves,No,No,2.0,7.0,176000,0,,
N00022,Trap,1663141,8400,Arena,Platea Baja,63000,78700,0,Jueves,No,Si,2.0,1.0,61000,0,,
N00023,Cumbia,788401,3300,Teatro,Platea Baja,58000,71800,0,Viernes,No,No,3.0,1.0,87000,0,,
N00024,Indie,9954007,15000,Arena,Platea Baja,70000,82500,16,Viernes,Si,Si,3.0,6.0,171000,0,,
N00025,Rock nacional,111161,1100,Club,Platea Alta,28000,33900,29,Viernes,No,Si,2.0,8.0,61000,0,,
N00026,Cumbia,45411231,84000,Estadio,General,36000,43700,11,Sabado,Si,Si,1.0,4.0,133000,0,,
N00027,Pop internacional,65100,1500,Club,Platea Baja,47000,55500,35,Sabado,No,No,2.0,6.0,74000,0,,
N00028,Trap,50000,1100,Club,Platea Baja,46000,55000,2,Viernes,No,No,4.0,8.0,71000,0,,
N00029,Cumbia,10561428,15000,Arena,Platea Alta,45000,52600,36,Martes,No,Si,4.0,5.0,92000,0,,
N00030,Electronica,5960699,15000,Arena,General,30000,35800,3,Sabado,No,Si,2.0,4.0,44000,0,,
N00031,Indie,50000,1100,Club,Platea Baja,42000,52200,17,Viernes,No,No,2.0,3.0,92000,0,,
N00032,Pop internacional,11307165,15000,Arena,Platea Alta,46000,55500,49,Lunes,Si,Si,2.0,4.0,128000,0,,
N00033,Indie,53841825,84000,Estadio,Platea Alta,56000,68000,1,Sabado,No,No,1.0,3.0,78000,0,,
N00034,Indie,18294931,45000,Estadio,Platea Baja,75000,88800,15,Miercoles,No,Si,2.0,6.0,145000,0,,
N00035,Rock nacional,2113278,8400,Arena,CAMPO,47000,58300,19,Sabado,Si,Si,1.0,3.0,209000,0,,
N00036,Electronica,657948,3300,Teatro,General,25000,29700,8,Miercoles,No,Si,1.0,8.0,51000,0,,
N00037,Pop internacional,86850,1100,Club,General,20000,23800,21,Jueves,No,No,1.0,2.0,34000,0,,
